CIRCOSCRIZIONE,COMUNE,ELETTORI,ELETTORI_MASCHI,VOTANTI,VOTANTI_MASCHI,SCHEDE_BIANCHE,CASAPOUND ITALIA,IL POPOLO DELLA FAMIGLIA,NOI CON L'ITALIA - UDC,LEGA,FORZA ITALIA,FRATELLI D'ITALIA CON GIORGIA MELONI,+EUROPA,PARTITO DEMOCRATICO,ITALIA EUROPA INSIEME,CIVICA POPOLARE LORENZIN,LIBERI E UGUALI,PARTITO VALORE UMANO,POTERE AL POPOLO!,MOVIMENTO 5 STELLE,ITALIA AGLI ITALIANI,PARTITO REPUBBLICANO ITALIANO - ALA,10 VOLTE MEGLIO,PER UNA SINISTRA RIVOLUZIONARIA,GRANDE NORD,BLOCCO NAZIONALE PER LE LIBERTA',ITALIA NEL CUORE,RINASCIMENTO MIR,LISTA DEL POPOLO PER LA COSTITUZIONE,PATTO PER L'AUTONOMIA,SIAMO,PARTITO COMUNISTA,AUTODETERMINATZIONE,SVP - PATT,PD-UV-UVP-EPAV,POUR TOUS PER TUTTI PE TCHEUT,FI -FRAT. D'IT. -MOV.NUOVA VALLE D'AOSTA,RISPOSTA CIVICA,centre_right_coalition,centre_left_coalition,centre_right_coalition_perc,centre_left_coalition_perc
LOMBARDIA 4,PIEVE DEL CAIRO,1591,770,1128,578,29,7,3,4,314,232,31,8,178,1,2,32,0,8,222,13,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581,189,51.50709219858156,16.75531914893617
LOMBARDIA 4,PIZZALE,603,294,466,234,10,7,1,5,154,57,18,9,73,1,0,10,0,2,93,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,83,50.21459227467812,17.811158798283262
LOMBARDIA 4,ROBBIO,4791,2278,3548,1754,65,52,11,26,1104,586,122,62,546,13,18,53,0,28,656,34,4,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1838,639,51.803833145434055,18.010146561443065
LOMBARDIA 4,ROSASCO,505,257,355,189,7,7,1,2,105,80,13,8,54,0,2,1,0,0,50,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,64,56.33802816901409,18.028169014084508
LOMBARDIA 4,SAN GIORGIO DI LOMELLINA,866,439,655,347,13,6,2,2,231,139,30,5,81,0,2,11,0,8,91,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,88,61.37404580152672,13.435114503816795
LOMBARDIA 4,SANNAZZARO DE' BURGONDI,4131,2018,2991,1529,59,34,12,9,712,416,117,41,593,5,2,73,0,12,720,22,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1254,641,41.92577733199599,21.430959545302574
LOMBARDIA 4,SANT'ANGELO LOMELLINA,620,319,466,245,9,9,0,2,149,95,24,6,61,0,1,9,0,0,74,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,68,57.93991416309014,14.592274678111588
LOMBARDIA 4,SARTIRANA LOMELLINA,1366,639,991,504,20,31,0,7,274,150,42,18,199,1,2,21,0,9,155,10,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,220,47.72956609485368,22.199798183652874
LOMBARDIA 4,SCALDASOLE,737,361,537,265,12,7,0,2,162,92,32,3,74,1,1,6,0,4,112,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,79,53.63128491620112,14.711359404096836
LOMBARDIA 4,SEMIANA,185,90,119,63,2,3,0,0,23,23,5,2,28,0,0,1,0,1,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,30,42.857142857142854,25.210084033613445
LOMBARDIA 4,SILVANO PIETRA,537,269,393,205,15,4,1,3,123,61,12,8,45,0,2,3,0,2,71,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,55,50.63613231552163,13.994910941475828
LOMBARDIA 4,SOMMO,959,475,749,387,20,6,1,2,190,94,20,23,161,8,2,16,0,7,155,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,194,40.85447263017357,25.901201602136183
LOMBARDIA 4,SUARDI,502,252,355,189,7,7,1,1,93,67,17,9,35,0,1,6,0,2,93,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,45,50.140845070422536,12.676056338028168
LOMBARDIA 4,TORRE BERETTI E CASTELLARO,406,207,297,156,5,3,0,1,99,44,9,5,40,1,1,11,0,1,65,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,47,51.515151515151516,15.824915824915825
LOMBARDIA 4,TORRE D'ISOLA,1894,926,1557,782,14,19,4,3,333,214,74,103,331,13,5,59,0,20,271,5,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,452,40.07707129094412,29.030186255619782
LOMBARDIA 4,TROMELLO,2997,1448,2156,1086,27,25,7,6,603,381,76,52,372,4,5,27,0,5,461,16,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1066,433,49.44341372912802,20.0834879406308
LOMBARDIA 4,TROVO,791,408,616,334,6,8,0,2,196,93,21,11,99,1,0,10,0,2,146,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,111,50.649350649350644,18.019480519480517
LOMBARDIA 4,VALEGGIO,179,97,122,68,6,3,0,1,50,14,5,0,18,1,0,3,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,19,57.377049180327866,15.573770491803279
LOMBARDIA 4,VALLE LOMELLINA,1660,816,1086,564,17,13,1,4,356,209,38,17,157,1,2,19,0,2,201,7,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,177,55.89318600368324,16.298342541436465
LOMBARDIA 4,VELEZZO LOMELLINA,91,48,68,37,0,0,0,0,16,13,7,0,8,1,0,1,0,0,18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,9,52.94117647058824,13.23529411764706
LOMBARDIA 4,VIGEVANO,46253,21970,33028,16177,421,270,133,180,8153,5753,1405,893,5637,75,88,710,0,202,7021,197,29,64,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15491,6693,46.902628073150055,20.264623955431755
LOMBARDIA 4,VILLA BISCOSSI,62,28,51,25,1,0,0,0,11,8,0,0,12,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,37.254901960784316,23.52941176470588
LOMBARDIA 4,VILLANOVA D'ARDENGHI,643,316,520,267,6,6,1,2,118,113,12,9,101,0,2,14,0,2,109,6,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,112,47.11538461538461,21.53846153846154
LOMBARDIA 4,VOGHERA,29858,14037,21958,10800,336,381,51,407,5339,3543,814,562,4018,160,46,562,0,128,4428,122,18,46,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10103,4786,46.010565625284634,21.79615629838783
LOMBARDIA 4,ZEME,823,431,564,311,6,6,2,3,180,100,23,4,95,2,3,9,0,2,104,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,104,54.25531914893617,18.439716312056735
LOMBARDIA 4,ZERBOLO',1404,720,1052,541,11,10,2,3,296,185,28,14,167,2,1,23,0,7,259,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,184,48.669201520912544,17.490494296577946
LOMBARDIA 4,ZINASCO,2477,1186,1910,958,26,29,8,8,552,311,49,27,318,4,5,47,0,13,404,20,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920,354,48.167539267015705,18.534031413612563
LOMBARDIA 4,ALBAREDO ARNABOLDI,203,114,154,85,1,1,0,0,42,31,10,0,22,0,1,6,0,0,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,23,53.896103896103895,14.935064935064934
LOMBARDIA 4,ALBUZZANO,2627,1312,1967,1000,20,34,3,4,612,285,51,29,213,90,1,28,0,7,461,8,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952,333,48.39857651245551,16.929334011184544
LOMBARDIA 4,ARENA PO,1208,612,911,474,16,16,2,4,279,217,41,9,124,0,1,16,0,6,144,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,134,59.385290889132825,14.709110867178923
LOMBARDIA 4,BADIA PAVESE,295,148,222,113,0,3,0,1,72,25,8,2,41,1,1,5,0,2,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,45,47.74774774774775,20.27027027027027
LOMBARDIA 4,BAGNARIA,545,256,410,205,11,9,2,1,113,60,9,4,73,0,0,13,0,2,83,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,77,44.63414634146341,18.78048780487805
LOMBARDIA 4,BARBIANELLO,674,334,507,255,8,10,2,2,132,71,11,11,103,2,1,11,0,1,113,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,117,42.60355029585799,23.076923076923077
LOMBARDIA 4,BASCAPE',1326,685,1054,552,9,15,7,5,286,163,36,9,173,1,3,15,0,2,270,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,186,46.48956356736243,17.647058823529413
LOMBARDIA 4,BELGIOIOSO,4696,2249,3410,1717,71,38,8,32,741,517,339,60,528,11,8,78,0,14,721,28,7,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629,607,47.77126099706745,17.80058651026393
LOMBARDIA 4,BORGARELLO,2060,1002,1572,794,17,9,1,10,335,185,67,72,282,7,0,14,0,7,160,4,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597,361,37.97709923664122,22.96437659033079
LOMBARDIA 4,BORGO PRIOLO,1109,574,820,439,13,8,3,2,266,138,19,14,105,2,1,23,0,3,186,2,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,122,51.829268292682926,14.878048780487804
LOMBARDIA 4,BORGORATTO MORMOROLO,290,136,200,111,3,3,0,1,52,32,10,2,40,0,0,1,0,0,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,42,47.5,21
LOMBARDIA 4,BORNASCO,2015,1035,1566,806,14,17,9,3,360,221,48,32,204,6,1,34,0,15,502,13,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632,243,40.357598978288635,15.517241379310345
LOMBARDIA 4,BOSNASCO,494,263,381,208,8,3,2,2,105,79,12,10,58,1,1,5,0,2,72,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,70,51.96850393700787,18.37270341207349
LOMBARDIA 4,BRALLO DI PREGOLA,522,284,287,171,11,4,1,2,81,46,11,0,54,0,1,2,0,2,57,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,55,48.78048780487805,19.16376306620209
LOMBARDIA 4,BRESSANA BOTTARONE,2707,1329,2033,1001,39,23,5,9,511,297,66,41,431,9,10,55,0,10,410,13,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883,491,43.43334972946384,24.151500245941957
LOMBARDIA 4,BRONI,6723,3106,4891,2388,89,68,6,28,1353,831,177,81,884,11,13,140,0,23,868,37,7,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2389,989,48.84481701083623,20.22081373952157
LOMBARDIA 4,CALVIGNANO,93,45,70,36,2,0,0,0,19,12,3,3,10,0,0,2,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,13,48.57142857142857,18.571428571428573
LOMBARDIA 4,CAMPOSPINOSO,840,394,594,311,2,6,3,4,162,97,19,8,109,2,0,12,0,7,118,10,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,119,47.474747474747474,20.033670033670035
LOMBARDIA 4,CANEVINO,87,47,63,35,2,0,0,0,16,11,16,0,8,0,0,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,8,68.25396825396825,12.698412698412698
LOMBARDIA 4,CANNETO PAVESE,1073,536,817,440,24,14,4,2,195,114,27,21,165,5,1,23,0,4,161,14,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,192,41.37086903304773,23.50061199510404
LOMBARDIA 4,CASANOVA LONATI,353,186,258,141,7,3,2,3,66,40,13,4,52,1,0,10,0,1,46,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,57,47.286821705426355,22.093023255813954
LOMBARDIA 4,CASATISMA,694,355,552,295,8,9,3,1,184,98,20,9,94,0,1,7,0,1,80,6,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,104,54.891304347826086,18.84057971014493
LOMBARDIA 4,CASTANA,590,295,446,230,7,7,1,0,133,68,32,7,82,0,0,10,0,0,80,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,89,52.242152466367706,19.955156950672645
LOMBARDIA 4,CASTEGGIO,5218,2444,3724,1840,55,45,12,16,947,713,151,64,735,6,6,52,0,22,577,19,3,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1827,811,49.06015037593985,21.77765843179377
LOMBARDIA 4,CAVA MANARA,5356,2607,4076,2052,53,42,7,8,973,530,175,76,840,11,20,84,0,24,786,34,6,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1686,947,41.36408243375859,23.233562315996075
LOMBARDIA 4,CECIMA,190,102,150,87,2,5,1,0,39,37,4,2,17,0,0,3,0,0,34,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,19,53.333333333333336,12.666666666666668
LOMBARDIA 4,CERANOVA,1585,808,1224,621,13,15,3,5,274,179,38,15,161,1,3,24,0,5,421,11,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,180,40.52287581699346,14.705882352941178
LOMBARDIA 4,CERTOSA DI PAVIA,4034,2024,3057,1553,35,38,13,14,722,382,97,69,534,4,4,127,0,21,818,13,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1215,611,39.74484789008832,19.986915276414784
LOMBARDIA 4,CHIGNOLO PO,2881,1421,2061,1059,29,14,4,10,672,311,65,35,277,13,1,64,0,23,422,17,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1058,326,51.33430373605046,15.817564289180009
LOMBARDIA 4,CIGOGNOLA,1070,508,814,414,19,13,0,12,234,146,15,11,124,2,1,38,0,4,159,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,138,50,16.953316953316953
LOMBARDIA 4,CODEVILLA,827,399,647,332,9,15,1,6,196,103,28,13,91,1,1,13,0,1,133,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,106,51.46831530139103,16.383307573415763
LOMBARDIA 4,COPIANO,1414,704,1069,550,16,10,0,5,298,193,29,13,140,0,2,14,0,0,215,25,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,155,49.11131898971001,14.499532273152479
LOMBARDIA 4,CORTEOLONA E GENZONE,1799,872,1351,673,22,36,8,10,357,225,43,10,237,3,3,28,0,6,285,8,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635,253,47.002220577350116,18.726868985936342
LOMBARDIA 4,CORVINO SAN QUIRICO,866,419,644,338,12,7,1,5,179,112,23,12,101,1,1,17,0,2,126,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,115,49.53416149068323,17.857142857142858
LOMBARDIA 4,COSTA DE' NOBILI,291,154,215,116,6,0,0,1,46,41,3,0,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,30,42.32558139534884,13.953488372093023
LOMBARDIA 4,CURA CARPIGNANO,3712,1840,2962,1480,32,48,3,6,844,391,107,62,393,9,4,77,0,23,747,25,6,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1348,468,45.50979068197164,15.800135043889263
LOMBARDIA 4,FILIGHERA,625,310,475,245,8,4,2,2,149,74,21,6,81,0,0,6,0,1,77,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,87,51.78947368421053,18.31578947368421
LOMBARDIA 4,FORTUNAGO,289,149,201,110,2,2,0,1,55,35,6,1,46,0,0,6,0,3,38,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,47,48.258706467661696,23.383084577114428
LOMBARDIA 4,GERENZAGO,1083,542,843,430,21,5,1,6,242,200,20,5,93,1,1,19,0,0,188,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,100,55.51601423487544,11.862396204033216
LOMBARDIA 4,GIUSSAGO,3997,2012,3072,1562,35,36,14,3,795,400,80,54,549,2,9,69,0,17,827,27,4,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1278,614,41.6015625,19.986979166666664
LOMBARDIA 4,GODIASCO SALICE TERME,2582,1242,1926,966,26,40,2,17,555,350,87,49,282,8,2,35,0,11,354,17,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009,341,52.388369678089305,17.70508826583593
LOMBARDIA 4,GOLFERENZO,160,81,120,64,2,4,0,0,31,21,16,2,14,0,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,16,56.666666666666664,13.333333333333334
LOMBARDIA 4,INVERNO E MONTELEONE,1156,579,894,456,23,8,1,3,279,162,38,18,119,2,0,14,0,4,166,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,139,53.914988814317674,15.548098434004473
LOMBARDIA 4,LANDRIANO,4567,2224,3635,1805,44,27,10,16,943,484,120,57,640,6,8,48,0,27,1002,31,3,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1563,711,42.99862448418157,19.55983493810179
LOMBARDIA 4,LARDIRAGO,942,484,694,354,6,10,3,3,175,110,25,15,128,1,2,9,0,4,150,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,146,45.10086455331412,21.037463976945244
LOMBARDIA 4,LINAROLO,2148,1062,1614,825,19,27,5,4,462,217,52,27,224,2,3,54,0,7,345,6,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735,256,45.539033457249076,15.861214374225527
LOMBARDIA 4,LIRIO,95,51,68,42,3,3,0,0,23,11,3,0,6,0,0,0,0,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,6,54.41176470588235,8.823529411764707
LOMBARDIA 4,MAGHERNO,1340,661,1010,504,17,7,3,6,304,171,24,16,133,0,1,15,0,10,196,10,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,150,50,14.85148514851485
LOMBARDIA 4,MARCIGNAGO,1918,965,1485,758,28,19,5,7,413,220,48,29,242,12,0,50,0,2,341,3,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688,283,46.32996632996633,19.057239057239055
LOMBARDIA 4,MARZANO,1182,596,842,438,14,5,1,9,223,137,23,13,112,2,4,14,0,9,234,6,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,131,46.55581947743468,15.558194774346793
LOMBARDIA 4,MENCONICO,314,167,190,119,5,2,0,0,78,19,4,0,29,0,2,3,0,3,33,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,31,53.1578947368421,16.315789473684212
LOMBARDIA 4,MEZZANINO,1119,567,848,442,8,19,4,1,259,135,27,17,135,5,3,17,0,4,168,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,160,49.764150943396224,18.867924528301888
LOMBARDIA 4,MIRADOLO TERME,2861,1449,2152,1106,23,25,1,9,683,395,83,28,309,6,6,35,0,5,425,22,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1170,349,54.368029739776944,16.21747211895911
LOMBARDIA 4,MONTALTO PAVESE,643,316,470,251,7,2,0,2,128,72,17,12,84,0,1,17,0,3,99,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,97,46.59574468085106,20.638297872340424
LOMBARDIA 4,MONTECALVO VERSIGGIA,383,189,272,150,9,9,3,2,78,42,11,6,60,0,1,8,0,4,31,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,67,48.89705882352941,24.63235294117647
LOMBARDIA 4,MONTESCANO,315,154,310,171,4,2,0,0,99,70,16,3,42,0,0,8,0,0,47,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,45,59.67741935483871,14.516129032258066
LOMBARDIA 4,MONTESEGALE,238,121,179,95,8,3,0,0,42,35,4,3,35,2,0,5,0,1,29,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,40,45.2513966480447,22.3463687150838
LOMBARDIA 4,MONTICELLI PAVESE,471,223,346,164,17,2,1,1,146,61,23,4,40,1,0,11,0,3,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,45,66.76300578034682,13.005780346820808
LOMBARDIA 4,MONTU' BECCARIA,1287,646,988,512,15,21,3,3,279,246,46,18,138,2,0,18,0,4,144,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,158,58.097165991902834,15.991902834008098
LOMBARDIA 4,MORNICO LOSANA,504,248,385,198,3,4,2,0,121,55,17,9,68,2,1,6,0,5,69,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,80,50.12987012987013,20.77922077922078
LOMBARDIA 4,OLIVA GESSI,144,71,110,58,2,0,0,2,30,17,3,2,22,0,1,0,0,1,25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,25,47.27272727272727,22.727272727272727
LOMBARDIA 4,PAVIA,54889,25443,40549,19553,496,469,183,323,7518,6424,1466,2254,9286,289,191,1469,0,438,6381,185,29,122,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15731,12020,38.795038102049375,29.643147796493132
LOMBARDIA 4,PIETRA DE' GIORGI,644,326,471,247,14,9,0,1,126,83,27,9,64,0,1,12,0,1,100,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,74,50.318471337579616,15.711252653927813
LOMBARDIA 4,PIEVE PORTO MORONE,2022,1030,1476,787,17,18,1,7,524,269,57,14,194,4,2,21,0,7,268,20,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857,214,58.06233062330624,14.498644986449866
LOMBARDIA 4,PINAROLO PO,1365,661,1090,536,23,7,1,1,279,135,30,19,266,0,3,33,0,9,235,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,288,40.825688073394495,26.422018348623855
LOMBARDIA 4,PONTE NIZZA,648,316,457,245,6,11,2,3,133,69,14,13,72,1,1,6,0,3,87,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,87,47.921225382932164,19.037199124726477
LOMBARDIA 4,PORTALBERA,1190,572,935,478,19,7,1,12,278,132,47,14,181,2,2,19,0,4,166,9,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,199,50.16042780748663,21.283422459893046
LOMBARDIA 4,REA,352,163,245,127,4,2,0,1,66,37,9,1,42,1,0,4,0,0,58,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,44,46.12244897959184,17.959183673469386
LOMBARDIA 4,REDAVALLE,800,394,577,298,16,10,2,4,141,104,28,5,96,3,1,20,0,9,109,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,105,48.00693240901213,18.19757365684575
LOMBARDIA 4,RETORBIDO,1167,568,885,440,8,22,2,8,224,146,45,22,114,5,3,17,0,6,204,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,144,47.79661016949153,16.271186440677965
LOMBARDIA 4,RIVANAZZANO TERME,4084,1940,3027,1497,44,60,6,25,819,491,122,80,459,9,9,53,0,11,665,21,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1457,557,48.133465477370336,18.401057152296
LOMBARDIA 4,ROBECCO PAVESE,432,217,358,187,6,5,0,2,103,56,19,10,53,0,0,6,0,5,69,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,63,50.27932960893855,17.59776536312849
LOMBARDIA 4,ROCCA DE' GIORGI,41,21,30,17,0,1,1,0,7,3,2,1,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,40,16.666666666666664
LOMBARDIA 4,ROCCA SUSELLA,187,90,133,75,2,3,0,1,36,24,7,5,18,0,0,2,0,0,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,23,51.127819548872175,17.293233082706767
LOMBARDIA 4,ROGNANO,489,249,406,204,6,7,0,1,90,64,16,14,41,1,0,11,0,1,132,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,56,42.11822660098522,13.793103448275861
LOMBARDIA 4,ROMAGNESE,566,285,353,208,9,1,1,2,102,68,15,6,86,0,0,11,0,6,26,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,92,52.97450424929179,26.062322946175637
LOMBARDIA 4,RONCARO,1146,594,851,432,13,10,6,2,176,140,32,21,99,2,3,15,0,5,287,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,125,41.128084606345475,14.688601645123384
LOMBARDIA 4,ROVESCALA,627,298,449,232,6,4,1,3,136,66,24,11,78,0,6,10,0,4,71,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,95,51.00222717149221,21.158129175946545
LOMBARDIA 4,RUINO,602,292,428,232,7,7,1,1,131,96,26,11,66,0,0,10,0,1,59,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,77,59.345794392523366,17.990654205607477
LOMBARDIA 4,SAN CIPRIANO PO,328,173,252,130,2,2,2,0,80,46,10,1,38,3,0,1,0,0,53,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,42,53.96825396825397,16.666666666666664
LOMBARDIA 4,SAN DAMIANO AL COLLE,527,259,398,205,7,2,0,1,98,78,39,8,100,0,1,9,0,1,38,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,109,54.2713567839196,27.386934673366838
LOMBARDIA 4,SAN GENESIO ED UNITI,3191,1546,2603,1291,37,25,14,24,698,302,102,93,497,12,6,80,0,29,540,14,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1126,608,43.257779485209376,23.357664233576642
LOMBARDIA 4,SAN MARTINO SICCOMARIO,4773,2236,3655,1750,48,55,10,14,829,550,125,106,720,10,6,107,0,47,780,26,4,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1518,842,41.53214774281806,23.036935704514363
LOMBARDIA 4,SANTA CRISTINA E BISSONE,1523,774,1158,600,16,6,1,11,337,193,48,12,208,5,2,24,0,2,224,7,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,227,50.86355785837651,19.602763385146805
LOMBARDIA 4,SANTA GIULETTA,1244,594,894,454,17,18,0,5,281,127,48,21,161,0,1,28,0,6,125,13,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,183,51.56599552572707,20.469798657718123
LOMBARDIA 4,SANT'ALESSIO CON VIALONE,708,356,570,296,6,8,2,3,127,85,28,7,88,1,1,6,0,2,170,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,97,42.63157894736842,17.017543859649123
LOMBARDIA 4,SANTA MARGHERITA DI STAFFORA,416,215,269,157,6,5,0,5,87,36,2,1,66,0,1,10,0,0,41,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,68,48.3271375464684,25.27881040892193
